Date	E0	E1	E2	E3	E4	E5	E6	E7	E8	EC	EF	Etotal	I0	I1	I2	I3	I4	I5	IC	Itotal	R0	R1	R2	R3	Rtotal	D0	D1	D2	D3	D4	Dtotal	BB	NW	U0	U1	U2	U3
2042-07-01	350	6229.339675182	0	0	0	0.000000000	0	0	0	0	0	6579.339675182	0.000000000	0	200	0	0	0	0	200.000000000	36405.973833943	8117.501617348	35627.937273150	0	80151.412724442	0.00000000	0.000000000	0	0	0	0.000000000	-6379.339675182	-824644.220027342	0	0	0.0000000	0.000000000
2042-08-01	350	6255.295257162	0	0	0	0.000000000	0	0	0	0	0	6605.295257162	0.000000000	0	200	0	0	0	0	200.000000000	36330.128055123	8083.678693943	35479.487534512	0	79893.294283577	0.00000000	0.000000000	0	0	0	0.000000000	-6405.295257162	-831307.633725368	0	0	0.0000000	0.000000000
2042-09-01	350	6281.358987400	0	0	0	0.000000000	0	0	0	0	0	6631.358987400	0.000000000	0	200	0	0	0	0	200.000000000	36254.440288341	8049.996699385	35331.656336451	0	79636.093324177	0.00000000	0.000000000	0	0	0	0.000000000	-6431.358987400	-837996.193672168	0	0	0.0000000	0.000000000
2042-10-01	350	6307.531316514	0	0	0	0.000000000	0	0	0	0	0	6657.531316514	0.000000000	0	200	0	0	0	0	200.000000000	36178.910204407	8016.455046471	35184.441101716	0	79379.806352594	0.00000000	0.000000000	0	0	0	0.000000000	-6457.531316514	-844710.011960266	0	0	0.0000000	0.000000000
2042-11-01	350	6333.812696999	0	0	0	0.000000000	0	0	0	0	0	6683.812696999	0.000000000	0	200	0	0	0	0	200.000000000	36103.537474815	7983.053150444	35037.839263792	0	79124.429889050	0.00000000	0.000000000	0	0	0	0.000000000	-6483.812696999	-851449.201120808	0	0	0.0000000	0.000000000
2042-12-01	350	6360.203583237	0	0	0	0.000000000	0	0	0	0	0	6710.203583237	0.000000000	0	200	0	0	0	0	200.000000000	36028.321771742	7949.790428983	34891.848266860	0	78869.960467585	0.00000000	0.000000000	0	0	0	0.000000000	-6510.203583237	-858213.874125510	0	0	0.0000000	0.000000000
2043-01-01	350	6386.704431500	0	0	0	0.000000000	0	0	0	0	0	6736.704431500	0.000000000	0	200	0	0	0	0	200.000000000	35953.262768051	7916.666302196	34746.465565748	0	78616.394635995	0.00000000	0.000000000	0	0	0	0.000000000	-6536.704431500	-865004.144388601	0	0	0.0000000	0.000000000
2043-02-01	350	6413.315699965	0	0	0	0.000000000	0	0	0	0	0	6763.315699965	0.000000000	0	200	0	0	0	0	200.000000000	35878.360137284	7883.680192604	34601.688625891	0	78363.728955778	0.00000000	0.000000000	0	0	0	0.000000000	-6563.315699965	-871820.125768783	0	0	0.0000000	0.000000000
2043-03-01	350	6440.037848715	0	0	0	0.000000000	0	0	0	0	0	6790.037848715	0.000000000	0	200	0	0	0	0	200.000000000	35803.613553665	7850.831525134	34457.514923283	0	78111.960002082	0.00000000	0.000000000	0	0	0	0.000000000	-6590.037848715	-878661.932571194	0	0	0.0000000	0.000000000
2043-04-01	350	6466.871339751	0	0	0	0.000000000	0	0	0	0	0	6816.871339751	0.000000000	0	200	0	0	0	0	200.000000000	35729.022692095	7818.119727113	34313.941944436	0	77861.084363643	0.00000000	0.000000000	0	0	0	0.000000000	-6616.871339751	-885529.679549384	0	0	0.0000000	0.000000000
2043-05-01	350	6493.816637000	0	0	0	0.000000000	0	0	0	0	0	6843.816637000	0.000000000	0	200	0	0	0	0	200.000000000	35654.587228153	7785.544228250	34170.967186334	0	77611.098642737	0.00000000	0.000000000	0	0	0	0.000000000	-6643.816637000	-892423.481907291	0	0	0.0000000	0.000000000
2043-06-01	350	6520.874206321	0	0	0	0.000000000	0	0	0	0	0	6870.874206321	0.000000000	0	200	0	0	0	0	200.000000000	35580.306838094	7753.104460632	34028.588156391	0	77361.999455117	0.00000000	0.000000000	0	0	0	0.000000000	-6670.874206321	-899343.455301231	0	0	0.0000000	0.000000000
2043-07-01	350	6548.044515514	0	0	0	0.000000000	0	0	0	0	0	6898.044515514	0.000000000	0	200	0	0	0	0	200.000000000	35506.181198848	7720.799858713	33886.802372406	0	77113.783429967	0.00000000	0.000000000	0	0	0	0.000000000	-6698.044515514	-906289.715841895	0	0	0.0000000	0.000000000
2043-08-01	350	6575.328034329	0	0	0	0.000000000	0	0	0	0	0	6925.328034329	0.000000000	0	200	0	0	0	0	200.000000000	35432.209988017	7688.629859302	33745.607362521	0	76866.447209840	0.00000000	0.000000000	0	0	0	0.000000000	-6725.328034329	-913262.380096351	0	0	0.0000000	0.000000000
2043-09-01	350	6602.725234472	0	0	0	0.000000000	0	0	0	0	0	6952.725234472	0.000000000	0	200	0	0	0	0	200.000000000	35358.392883875	7656.593901555	33605.000665177	0	76619.987450607	0.00000000	0.000000000	0	0	0	0.000000000	-6752.725234472	-920261.565090055	0	0	0.0000000	0.000000000
2043-10-01	350	6630.236589615	0	0	0	0.000000000	0	0	0	0	0	6980.236589615	0.000000000	0	200	0	0	0	0	200.000000000	35284.729565367	7624.691426965	33464.979829072	0	76374.400821404	0.00000000	0.000000000	0	0	0	0.000000000	-6780.236589615	-927287.388308873	0	0	0.0000000	0.000000000
2043-11-01	350	6657.862575405	0	0	0	0.000000000	0	0	0	0	0	7007.862575405	0.000000000	0	200	0	0	0	0	200.000000000	35211.219712106	7592.921879352	33325.542413118	0	76129.684004576	0.00000000	0.000000000	0	0	0	0.000000000	-6807.862575405	-934339.967701107	0	0	0.0000000	0.000000000
2043-12-01	350	6685.603669470	0	0	0	0.000000000	0	0	0	0	0	7035.603669470	0.000000000	0	200	0	0	0	0	200.000000000	35137.863004373	7561.284704855	33186.685986396	0	75885.833695624	0.00000000	0.000000000	0	0	0	0.000000000	-6835.603669470	-941419.421679528	0	0	0.0000000	0.000000000
2044-01-01	0	0.000000000	0	0	0	0.000000000	0	0	0	0	0	0.000000000	0.000000000	0	0	0	0	0	0	0.000000000	35064.659123114	7529.779351918	33048.408128120	0	75642.846603151	0.00000000	0.000000000	0	0	0	0.000000000	0.000000000	-941662.408772001	0	0	0.0000000	0.000000000
2044-02-01	0	0.000000000	0	0	0	0.000000000	0	0	0	0	0	0.000000000	0.000000000	0	0	0	0	0	0	0.000000000	35064.659123114	7529.779351918	33048.408128120	0	75642.846603151	0.00000000	0.000000000	0	0	0	0.000000000	0.000000000	-941662.408772001	0	0	0.0000000	0.000000000
2044-03-01	0	0.000000000	0	0	0	0.000000000	0	0	0	0	0	0.000000000	0.000000000	0	0	0	0	0	0	0.000000000	35064.659123114	7529.779351918	33048.408128120	0	75642.846603151	0.00000000	0.000000000	0	0	0	0.000000000	0.000000000	-941662.408772001	0	0	0.0000000	0.000000000
